"2023-05-10 00:09:51,236 [INFO] Reporter Initialized!
"2023-05-10 00:09:51,237 [INFO] Reporter LEVEL: info
"2023-05-10 00:09:51,242 [INFO] Usung random data
"2023-05-10 00:09:51,421 [INFO] None
"2023-05-10 00:09:51,421 [INFO] Device(cpu) is working for train
"2023-05-10 00:09:51,421 [INFO] Train Started
"2023-05-10 00:09:52,077 [INFO] ===== ONNX SAVED at ./savemodel/0510_1209AM_MY_PDE/0.onnx
"2023-05-10 00:11:36,135 [INFO] EPISODE 2890, LOSS 114.92211151123047
"2023-05-10 00:11:36,467 [INFO] EPISODE 2900, LOSS 103.43816375732422
"2023-05-10 00:11:36,812 [INFO] EPISODE 2910, LOSS 108.77301025390625
"2023-05-10 00:11:37,154 [INFO] EPISODE 2920, LOSS 215.8894805908203
"2023-05-10 00:11:37,601 [INFO] EPISODE 2930, LOSS 130.0193634033203
"2023-05-10 00:11:37,949 [INFO] EPISODE 2940, LOSS 4937.958984375
"2023-05-10 00:11:38,288 [INFO] EPISODE 2950, LOSS 210.49371337890625
"2023-05-10 00:11:38,626 [INFO] EPISODE 2960, LOSS 150.7031707763672
"2023-05-10 00:11:39,007 [INFO] EPISODE 2970, LOSS 114.5042724609375
"2023-05-10 00:11:39,397 [INFO] EPISODE 2980, LOSS 686.1694946289062
"2023-05-10 00:11:39,733 [INFO] EPISODE 2990, LOSS 292.4726867675781
"2023-05-10 00:11:40,105 [INFO] ===== ONNX SAVED at ./savemodel/0510_1209AM_MY_PDE/3000.onnx
"2023-05-10 00:11:40,105 [INFO] EPISODE 3000, LOSS 107.38125610351562
"2023-05-10 00:11:40,523 [INFO] EPISODE 3010, LOSS 118.9364242553711
"2023-05-10 00:11:40,944 [INFO] EPISODE 3020, LOSS 33344.22265625
"2023-05-10 00:11:41,292 [INFO] EPISODE 3030, LOSS 52280.87109375
"2023-05-10 00:11:41,714 [INFO] EPISODE 3040, LOSS 235686.953125
"2023-05-10 00:11:42,055 [INFO] EPISODE 3050, LOSS 544.416259765625
"2023-05-10 00:11:42,405 [INFO] EPISODE 3060, LOSS 238.2104034423828
"2023-05-10 00:11:42,738 [INFO] EPISODE 3070, LOSS 181.21803283691406
"2023-05-10 00:11:43,138 [INFO] EPISODE 3080, LOSS 197.2457275390625
"2023-05-10 00:11:43,499 [INFO] EPISODE 3090, LOSS 227.89178466796875
"2023-05-10 00:11:43,907 [INFO] EPISODE 3100, LOSS 106.11292266845703
"2023-05-10 00:11:44,245 [INFO] EPISODE 3110, LOSS 618.9295654296875
"2023-05-10 00:11:44,572 [INFO] EPISODE 3120, LOSS 86.671875
"2023-05-10 00:11:44,907 [INFO] EPISODE 3130, LOSS 179.7780303955078
"2023-05-10 00:11:45,246 [INFO] EPISODE 3140, LOSS 430.63818359375
"2023-05-10 00:11:45,577 [INFO] EPISODE 3150, LOSS 3665.155029296875
"2023-05-10 00:11:45,915 [INFO] EPISODE 3160, LOSS 524.5342407226562
"2023-05-10 00:11:46,245 [INFO] EPISODE 3170, LOSS 451.97021484375
"2023-05-10 00:11:46,584 [INFO] EPISODE 3180, LOSS 1718.4635009765625
"2023-05-10 00:11:46,924 [INFO] EPISODE 3190, LOSS 102.1764144897461
"2023-05-10 00:11:47,254 [INFO] EPISODE 3200, LOSS 2695.159912109375
"2023-05-10 00:11:47,601 [INFO] EPISODE 3210, LOSS 133.41265869140625
"2023-05-10 00:11:47,964 [INFO] EPISODE 3220, LOSS 124.55877685546875
"2023-05-10 00:11:48,297 [INFO] EPISODE 3230, LOSS 5666.810546875
"2023-05-10 00:11:48,720 [INFO] EPISODE 3240, LOSS 78.96869659423828
"2023-05-10 00:11:49,050 [INFO] EPISODE 3250, LOSS 148.73875427246094
"2023-05-10 00:11:49,389 [INFO] EPISODE 3260, LOSS 170.7444610595703
"2023-05-10 00:11:49,715 [INFO] EPISODE 3270, LOSS 1185.7239990234375
"2023-05-10 00:11:50,039 [INFO] EPISODE 3280, LOSS 189.6742706298828
"2023-05-10 00:11:50,361 [INFO] EPISODE 3290, LOSS 223.0972900390625
"2023-05-10 00:11:50,682 [INFO] EPISODE 3300, LOSS 306.0283508300781
"2023-05-10 00:11:51,010 [INFO] EPISODE 3310, LOSS 206.7452850341797
"2023-05-10 00:11:51,331 [INFO] EPISODE 3320, LOSS 3869.78125
"2023-05-10 00:11:51,651 [INFO] EPISODE 3330, LOSS 157160.703125
"2023-05-10 00:11:51,993 [INFO] EPISODE 3340, LOSS 21927.158203125
"2023-05-10 00:11:52,333 [INFO] EPISODE 3350, LOSS 230.0910186767578
"2023-05-10 00:11:52,674 [INFO] EPISODE 3360, LOSS 270.6324768066406
"2023-05-10 00:11:53,012 [INFO] EPISODE 3370, LOSS 266.1768798828125
"2023-05-10 00:11:53,333 [INFO] EPISODE 3380, LOSS 2251.796142578125
"2023-05-10 00:11:53,655 [INFO] EPISODE 3390, LOSS 252.1366424560547
"2023-05-10 00:11:53,986 [INFO] EPISODE 3400, LOSS 274.5076599121094
"2023-05-10 00:11:54,311 [INFO] EPISODE 3410, LOSS 3012.195556640625
"2023-05-10 00:11:54,637 [INFO] EPISODE 3420, LOSS 181.12750244140625
"2023-05-10 00:11:55,056 [INFO] EPISODE 3430, LOSS 95.91818237304688
"2023-05-10 00:11:55,384 [INFO] EPISODE 3440, LOSS 143.97190856933594
"2023-05-10 00:11:55,710 [INFO] EPISODE 3450, LOSS 2234.113037109375
"2023-05-10 00:11:56,042 [INFO] EPISODE 3460, LOSS 33527.10546875
"2023-05-10 00:11:56,367 [INFO] EPISODE 3470, LOSS 322.5687255859375
"2023-05-10 00:11:56,690 [INFO] EPISODE 3480, LOSS 130.59861755371094
"2023-05-10 00:11:57,018 [INFO] EPISODE 3490, LOSS 68.69428253173828
"2023-05-10 00:11:57,354 [INFO] EPISODE 3500, LOSS 1089.1759033203125
"2023-05-10 00:11:57,679 [INFO] EPISODE 3510, LOSS 133.36122131347656
"2023-05-10 00:11:58,023 [INFO] EPISODE 3520, LOSS 181.6094207763672
"2023-05-10 00:11:58,347 [INFO] EPISODE 3530, LOSS 121.01763153076172
"2023-05-10 00:11:58,668 [INFO] EPISODE 3540, LOSS 485.2930603027344
"2023-05-10 00:11:58,994 [INFO] EPISODE 3550, LOSS 174.5673065185547
"2023-05-10 00:11:59,310 [INFO] EPISODE 3560, LOSS 281.8052062988281
"2023-05-10 00:11:59,639 [INFO] EPISODE 3570, LOSS 184.7784423828125
"2023-05-10 00:11:59,967 [INFO] EPISODE 3580, LOSS 10492.5458984375
"2023-05-10 00:12:00,292 [INFO] EPISODE 3590, LOSS 321.99090576171875
"2023-05-10 00:12:00,618 [INFO] EPISODE 3600, LOSS 207.6904296875
"2023-05-10 00:12:00,948 [INFO] EPISODE 3610, LOSS 153.6461181640625
"2023-05-10 00:12:01,269 [INFO] EPISODE 3620, LOSS 172.578125
"2023-05-10 00:12:01,679 [INFO] EPISODE 3630, LOSS 502.1015930175781
"2023-05-10 00:12:02,013 [INFO] EPISODE 3640, LOSS 571.5106811523438
"2023-05-10 00:12:02,349 [INFO] EPISODE 3650, LOSS 147.43069458007812
"2023-05-10 00:12:02,672 [INFO] EPISODE 3660, LOSS 257.4463195800781
"2023-05-10 00:12:03,009 [INFO] EPISODE 3670, LOSS 76.1581802368164
"2023-05-10 00:12:03,332 [INFO] EPISODE 3680, LOSS 142.42845153808594
"2023-05-10 00:12:03,659 [INFO] EPISODE 3690, LOSS 151.8377227783203
"2023-05-10 00:12:03,922 [INFO] ===== ONNX SAVED at ./savemodel/0510_1209AM_MY_PDE/3694.onnx
"2023-05-10 00:12:04,033 [INFO] EPISODE 3700, LOSS 1359.1220703125
"2023-05-10 00:12:04,360 [INFO] EPISODE 3710, LOSS 344.0803527832031
"2023-05-10 00:12:04,688 [INFO] EPISODE 3720, LOSS 416.1116638183594
"2023-05-10 00:12:05,057 [INFO] EPISODE 3730, LOSS 91.11296844482422
"2023-05-10 00:12:05,387 [INFO] EPISODE 3740, LOSS 338.1648254394531
"2023-05-10 00:12:05,711 [INFO] EPISODE 3750, LOSS 216.4703369140625
"2023-05-10 00:12:06,161 [INFO] EPISODE 3760, LOSS 716.2634887695312
"2023-05-10 00:12:06,542 [INFO] EPISODE 3770, LOSS 7972.3515625
"2023-05-10 00:12:06,878 [INFO] EPISODE 3780, LOSS 302.8967590332031
"2023-05-10 00:12:07,369 [INFO] EPISODE 3790, LOSS 157.44525146484375
"2023-05-10 00:12:07,732 [INFO] EPISODE 3800, LOSS 640636.0625
"2023-05-10 00:12:08,064 [INFO] EPISODE 3810, LOSS 121.47824096679688
"2023-05-10 00:12:08,394 [INFO] EPISODE 3820, LOSS 312.0259704589844
"2023-05-10 00:12:08,848 [INFO] EPISODE 3830, LOSS 134.4890594482422
"2023-05-10 00:12:09,632 [INFO] EPISODE 3840, LOSS 72.0641098022461
"2023-05-10 00:12:10,356 [INFO] EPISODE 3850, LOSS 138.8013153076172
"2023-05-10 00:12:11,341 [INFO] EPISODE 3860, LOSS 107.6837158203125
"2023-05-10 00:12:11,710 [INFO] EPISODE 3870, LOSS 161.0300750732422
"2023-05-10 00:12:12,136 [INFO] EPISODE 3880, LOSS 313.9184265136719
"2023-05-10 00:12:12,876 [INFO] EPISODE 3890, LOSS 128.0008087158203
"2023-05-10 00:12:13,222 [INFO] EPISODE 3900, LOSS 93.43222045898438
"2023-05-10 00:12:13,566 [INFO] EPISODE 3910, LOSS 681.53466796875
"2023-05-10 00:12:13,957 [INFO] EPISODE 3920, LOSS 206.32818603515625
"2023-05-10 00:12:14,383 [INFO] EPISODE 3930, LOSS 272.4069519042969
"2023-05-10 00:12:15,159 [INFO] EPISODE 3940, LOSS 190.55059814453125
"2023-05-10 00:12:15,830 [INFO] EPISODE 3950, LOSS 221.01560974121094
"2023-05-10 00:12:16,320 [INFO] EPISODE 3960, LOSS 2620.47119140625
"2023-05-10 00:12:16,761 [INFO] EPISODE 3970, LOSS 126.74544525146484
"2023-05-10 00:12:17,231 [INFO] EPISODE 3980, LOSS 136.88938903808594
"2023-05-10 00:12:17,922 [INFO] EPISODE 3990, LOSS 215.0313262939453
"2023-05-10 00:12:18,349 [INFO] ===== ONNX SAVED at ./savemodel/0510_1209AM_MY_PDE/4000.onnx
"2023-05-10 00:12:18,349 [INFO] EPISODE 4000, LOSS 6219.80712890625
"2023-05-10 00:12:18,918 [INFO] EPISODE 4010, LOSS 897.39013671875
"2023-05-10 00:12:19,339 [INFO] EPISODE 4020, LOSS 119.24720001220703
"2023-05-10 00:12:19,784 [INFO] EPISODE 4030, LOSS 149.5453643798828
"2023-05-10 00:12:20,131 [INFO] EPISODE 4040, LOSS 2950.610595703125
"2023-05-10 00:12:20,594 [INFO] EPISODE 4050, LOSS 4107.013671875
"2023-05-10 00:12:21,097 [INFO] EPISODE 4060, LOSS 349.4986267089844
"2023-05-10 00:12:22,036 [INFO] EPISODE 4070, LOSS 1454.1927490234375
"2023-05-10 00:12:22,399 [INFO] EPISODE 4080, LOSS 79.58566284179688
"2023-05-10 00:12:22,730 [INFO] EPISODE 4090, LOSS 197.6117401123047
"2023-05-10 00:12:23,094 [INFO] EPISODE 4100, LOSS 167.504150390625
"2023-05-10 00:12:23,420 [INFO] EPISODE 4110, LOSS 1028.8736572265625
"2023-05-10 00:12:23,752 [INFO] EPISODE 4120, LOSS 84.0992431640625
"2023-05-10 00:12:24,084 [INFO] EPISODE 4130, LOSS 103353.6484375
"2023-05-10 00:12:24,406 [INFO] EPISODE 4140, LOSS 183.867431640625
"2023-05-10 00:12:24,730 [INFO] EPISODE 4150, LOSS 153.6598663330078
"2023-05-10 00:12:25,061 [INFO] EPISODE 4160, LOSS 138.75633239746094
"2023-05-10 00:12:25,388 [INFO] EPISODE 4170, LOSS 488.8360595703125
"2023-05-10 00:12:25,710 [INFO] EPISODE 4180, LOSS 310.6777648925781
"2023-05-10 00:12:26,035 [INFO] EPISODE 4190, LOSS 465.0484924316406
"2023-05-10 00:12:26,359 [INFO] EPISODE 4200, LOSS 247.74700927734375
"2023-05-10 00:12:26,770 [INFO] EPISODE 4210, LOSS 6934.18896484375
"2023-05-10 00:12:27,100 [INFO] EPISODE 4220, LOSS 1046.2701416015625
"2023-05-10 00:12:27,439 [INFO] EPISODE 4230, LOSS 33720.625
"2023-05-10 00:12:27,769 [INFO] EPISODE 4240, LOSS 17549.244140625
"2023-05-10 00:12:28,100 [INFO] EPISODE 4250, LOSS 1278.072509765625
"2023-05-10 00:12:28,426 [INFO] EPISODE 4260, LOSS 362.7837219238281
"2023-05-10 00:12:28,743 [INFO] EPISODE 4270, LOSS 178.09181213378906
"2023-05-10 00:12:29,069 [INFO] EPISODE 4280, LOSS 2989.6162109375
"2023-05-10 00:12:29,390 [INFO] EPISODE 4290, LOSS 110.66019439697266
"2023-05-10 00:12:29,710 [INFO] EPISODE 4300, LOSS 1486.7635498046875
"2023-05-10 00:12:30,030 [INFO] EPISODE 4310, LOSS 510.8026428222656
"2023-05-10 00:12:30,355 [INFO] EPISODE 4320, LOSS 111.67754364013672
"2023-05-10 00:12:30,744 [INFO] EPISODE 4330, LOSS 141.883544921875
"2023-05-10 00:12:31,110 [INFO] EPISODE 4340, LOSS 106.9059829711914
"2023-05-10 00:12:31,428 [INFO] EPISODE 4350, LOSS 3142.7021484375
"2023-05-10 00:12:31,745 [INFO] EPISODE 4360, LOSS 143.1883544921875
"2023-05-10 00:12:32,062 [INFO] EPISODE 4370, LOSS 67.48697662353516
"2023-05-10 00:12:32,394 [INFO] EPISODE 4380, LOSS 251.85325622558594
"2023-05-10 00:12:32,715 [INFO] EPISODE 4390, LOSS 64.34198760986328
"2023-05-10 00:12:33,038 [INFO] EPISODE 4400, LOSS 679.2447509765625
"2023-05-10 00:12:33,367 [INFO] EPISODE 4410, LOSS 73.96678924560547
"2023-05-10 00:12:33,769 [INFO] EPISODE 4420, LOSS 784.1033325195312
"2023-05-10 00:12:34,085 [INFO] EPISODE 4430, LOSS 241.72320556640625
"2023-05-10 00:12:34,403 [INFO] EPISODE 4440, LOSS 91.65927124023438
"2023-05-10 00:12:34,724 [INFO] EPISODE 4450, LOSS 158.64793395996094
"2023-05-10 00:12:35,047 [INFO] EPISODE 4460, LOSS 3591.444091796875
"2023-05-10 00:12:35,375 [INFO] EPISODE 4470, LOSS 173.948486328125
"2023-05-10 00:12:35,693 [INFO] EPISODE 4480, LOSS 489.5719299316406
"2023-05-10 00:12:36,014 [INFO] EPISODE 4490, LOSS 325.20220947265625
"2023-05-10 00:12:36,334 [INFO] EPISODE 4500, LOSS 260.54998779296875
"2023-05-10 00:12:36,650 [INFO] EPISODE 4510, LOSS 236.62750244140625
"2023-05-10 00:12:36,970 [INFO] EPISODE 4520, LOSS 283.8847351074219
"2023-05-10 00:12:37,299 [INFO] EPISODE 4530, LOSS 3759.9287109375
"2023-05-10 00:12:37,658 [INFO] EPISODE 4540, LOSS 192.9830780029297
"2023-05-10 00:12:37,993 [INFO] EPISODE 4550, LOSS 1629.3724365234375
"2023-05-10 00:12:38,311 [INFO] EPISODE 4560, LOSS 740.5106811523438
"2023-05-10 00:12:38,634 [INFO] EPISODE 4570, LOSS 263.0979309082031
"2023-05-10 00:12:38,954 [INFO] EPISODE 4580, LOSS 282.2661437988281
"2023-05-10 00:12:39,273 [INFO] EPISODE 4590, LOSS 234.11268615722656
"2023-05-10 00:12:39,587 [INFO] EPISODE 4600, LOSS 277.3297424316406
"2023-05-10 00:12:39,905 [INFO] EPISODE 4610, LOSS 434.6580810546875
"2023-05-10 00:12:40,236 [INFO] EPISODE 4620, LOSS 353.0547790527344
"2023-05-10 00:12:40,659 [INFO] EPISODE 4630, LOSS 203.7001190185547
"2023-05-10 00:12:40,978 [INFO] EPISODE 4640, LOSS 152233.453125
"2023-05-10 00:12:41,300 [INFO] EPISODE 4650, LOSS 240.5433349609375
"2023-05-10 00:12:41,620 [INFO] EPISODE 4660, LOSS 53.09341049194336
"2023-05-10 00:12:41,943 [INFO] EPISODE 4670, LOSS 132.46282958984375
"2023-05-10 00:12:42,269 [INFO] EPISODE 4680, LOSS 320.0153503417969
"2023-05-10 00:12:42,649 [INFO] EPISODE 4690, LOSS 198.1625518798828
"2023-05-10 00:12:42,986 [INFO] EPISODE 4700, LOSS 159001.203125
"2023-05-10 00:12:43,305 [INFO] EPISODE 4710, LOSS 371.7025451660156
"2023-05-10 00:12:43,627 [INFO] EPISODE 4720, LOSS 167.10133361816406
"2023-05-10 00:12:43,946 [INFO] EPISODE 4730, LOSS 287.0196228027344
"2023-05-10 00:12:44,265 [INFO] EPISODE 4740, LOSS 406.331787109375
"2023-05-10 00:12:44,585 [INFO] EPISODE 4750, LOSS 485.3757629394531
"2023-05-10 00:12:44,922 [INFO] EPISODE 4760, LOSS 252.1270751953125
"2023-05-10 00:12:45,404 [INFO] EPISODE 4770, LOSS 208.73291015625
"2023-05-10 00:12:45,866 [INFO] EPISODE 4780, LOSS 275.646728515625
"2023-05-10 00:12:46,293 [INFO] EPISODE 4790, LOSS 92.5890121459961
"2023-05-10 00:12:46,521 [INFO] train finished. 
final loss: 391.4271240234375
